Video ID,Video Text Create Timestamp,Video Description Text Segments 1,Video Description Text Segments 2,Video Description Text Segments 3,Video Description Text Segments 4,Video Description Text Segments 5,Video Description Text Segments 6,Video Description Text Segments 7,Video Description Text Segments 8,Video Description Text Segments 9,Video Description Text Segments 10,Video Description Text Segments 11,Video Description Text Segments 12,Video Description Text Segments 13,Video Description Text Segments 14,Video Description Text Segments 15,Video Description Text Segments 16,Video Description Text Segments 17,Video Description Text Segments 18,Video Description Text Segments 19,Video Description Text Segments 20,Video Description Text Segments 21,Video Description Text Segments 22,Video Description Text Segments 23,Video Description Text Segments 24,Video Description Text Segments 25,Video Description Text Segments 26,Video Description Text Segments 27,Video Description Text Segments 28,Video Description Text Segments 29,Video Description Text Segments 30,Video Description Text Segments 31,Video Description Text Segments 32,Video Description Text Segments 33,Video Description Text Segments 34,Video Description Text Segments 35,Video Description Text Segments 36,Video Title Text Segments 1,Video Text Update Timestamp
ohmgatcPluE,2023-03-11T00:35:27.51247+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandia National Labs (Albuquerque) - Welcome to Sandia Booklet - Training and Orientation,2023-08-10T05:58:19.701178+00:00
aCzFSygSmbU,2023-03-11T00:40:55.543427+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandia National Labs (Albuquerque) - Employee Onboarding Benefits Booklet - Training and Orientation,2023-08-10T09:39:24.127799+00:00
bWcNSNAH2pQ,2023-03-11T00:42:07.883957+00:00,Second copy of the video recorded with my backdoored IPad with US (non USA) South American hardware and firmware.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandia National Labs (Albuquerque) - Employee Onboarding Benefits Booklet - Training and Orientation,2023-08-09T23:18:50.446122+00:00
pCqiKJjO5fA,2023-03-11T00:37:50.75687+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Legal Docs & Records - Summary Packet - Compiled in Denver, COL",2023-08-10T20:44:29.925459+00:00
DWc2vvf1fsM,2023-03-11T03:02:35.499525+00:00,"This conversation appears much differently (truncated, softened) than the original on my Moto Droid. Then again, CH made allusion to her GTFold library version (cf. OpenWall Tesla car video with the OSS licenses reference) and had Jeff Lagarias living in her house as my JNT article referee and someone who wanted me to put my mom's native American heritage on ancestry.com after questioning it on my postdoc applications the weekend (Saturday night before) my mom went into hospice in April 2022. Also, a link to a suicide prevention line?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slack Conversation with Christine Heitsch - Albuquerque,2023-08-11T15:43:02.92329+00:00
GrzQtyKhTc0,2023-03-15T17:17:52.021294+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teenage Mutant Ninja (US-Non-USA) iPad | 2023.03.07 - Analytics + Hidden Data - Screen Capture,2023-08-09T20:49:46.217721+00:00
cr2unkpp2Bc,2023-03-18T02:22:50.68291+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracing OpenWall History - Restricted Google Timeline - Odditites and Inconsistent Location Data,2023-08-10T10:01:19.283878+00:00
c9D2SMcfOaY,2023-03-26T00:57:04.592961+00:00,"This type of behavior is typical of the Archive.org servers operating on the darkweb south of the USA, North America, Earth border with Mexico. The behavior persists in instances shown in the video of a public/DARPA Internet network connection recorded in Florida, USA (not US), North America, Earth. This stance from what is usually viewed as the LONE, even ONLY (SOLE), resource to view old archived website data long since lost to time, or otherwise, redacted from the historical record by assholes with nothing but malicious intent. 

Other example of this insanity getting exploited include:

(1) The broken image (thumbnails and larger sizes) of the faculty photos for one time celebrity CS@UIUC lecturer, Jason Zych, from the old cs.uiuc.edu (cs DOT uiuc DOT edu DNS records). There was a memorable one showing more than one persona's photograph of active lecturers in rotation for the introductory CS programming sequence (CS125 and CS225) - taken around 2006 and visible on the web as late as the fall of 2007. NB, the 2002 Rose Award photo of him in a suit changed over the years as well. This is not the memorable man that hand delivered his top notch CS125 lecture notes in batches to the local UIUC TIS Bookstore printing press for students to read in print four times a semester. :( The following is a cache of the only non-broken thumbnail of that site available circa 2020 (I had to dig hard to find it too): 

",https://github.com/maxieds/ThrowingSomeOldBitsIntoAHoleOnGitHub/blob/master/HiMyNameIsLuckyHiLucky/zych.jpeg," (GitHub - maxieds - ThrowingSomeOldBitsIntoAHoleOnGitHub - Files listing for ""zych.jpeg"")

(2) The (in)famous hacker, Lucky225, had a photograph of himself as a teenager sitting next to an older 80's era Unix desktop. He worked on software that focused on XWindows, not telephone and phone phreaking tactics. This was Jason Zych as a teenage man (from experience), For nice guy type bragging rights, he appeared next to Kevin Mitnick in the 2600 Hacker Quarterly / Magazine editors listing in 2005. Was this his way of asking me on a date convincingly? Think about it...

(3) Cf. the incessantly malleable search results indexed by Google and a few copies I stashed online to preserve the data in the media/uploads files listed in the following release notes: 

",https://github.com/maxieds/GEyesThemes/releases/tag/Codename-BackOrifice53, (GitHub - maxieds - GEyesThemes - Releases - BackOrifice53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archive.org - Internet Wayback Machine - Selectively Prunes Useful, but Sensitive Data in Captures",2023-08-10T11:01:57.372412+00:00
cqelAXiafHc,2023-03-26T01:25:39.605992+00:00,"This type of behavior is typical of the Archive.org servers operating on the darkweb south of the USA, North America, Earth border with Mexico. The behavior persists in instances shown in the video of a public/DARPA Internet network connection recorded in Florida, USA (not US), North America, Earth. This stance from what is usually viewed as the LONE, even ONLY (SOLE), resource to view old archived website data long since lost to time, or otherwise, redacted from the historical record by assholes with nothing but malicious intent. 

Other example of this insanity getting exploited include:

(1) The broken image (thumbnails and larger sizes) of the faculty photos for one time celebrity CS@UIUC lecturer, Jason Zych, from the old cs.uiuc.edu (cs DOT uiuc DOT edu DNS records). There was a memorable one showing more than one persona's photograph of active lecturers in rotation for the introductory CS programming sequence (CS125 and CS225) - taken around 2006 and visible on the web as late as the fall of 2007. NB, the 2002 Rose Award photo of him in a suit changed over the years as well. This is not the memorable man that hand delivered his top notch CS125 lecture notes in batches to the local UIUC TIS Bookstore printing press for students to read in print four times a semester. The following is a cache of the only non-broken thumbnail of that site available circa 2020 (I had to dig hard to find it too - some men underestimate the abilities of a determined, strong willed pissed off bitch, or woman more politely from them - classic discussion with the lecturer onboard moved over time to: 'I did not say bitch.', 'No I said bitch and you repeat!', fwtw): 

",https://github.com/maxieds/ThrowingSomeOldBitsIntoAHoleOnGitHub/blob/master/HiMyNameIsLuckyHiLucky/zych.jpeg," (GitHub - maxieds - ThrowingSomeOldBitsIntoAHoleOnGitHub - Files listing for ""zych.jpeg"")

(2) The (in)famous hacker, Lucky225, had a photograph of himself as a teenager sitting next to an older 80's era Unix desktop. He worked on software that focused on XWindows, not telephone and phone phreaking tactics. This was Jason Zych as a teenage man (from experience), For nice guy type bragging rights, he appeared next to Kevin Mitnick in the 2600 Hacker Quarterly / Magazine editors listing in 2005. Was this his way of asking me on a date convincingly? Think about it...

(3) Cf. the incessantly malleable search results indexed by Google and a few copies I stashed online to preserve the data in the media/uploads files listed in the following release notes: 

",https://github.com/maxieds/GEyesThemes/releases/tag/Codename-BackOrifice53, (GitHub - maxieds - GEyesThemes - Releases - BackOrifice53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archive.org - Internet Wayback Machine - Selectively Prunes Useful, but Sensitive Data in Captures 2",2023-08-11T14:12:28.852854+00:00
8QGSor0H8jc,2023-03-26T04:08:19.944346+00:00,"Bad dog, stupid human! Fuck these Goddamn morons for thinking that this non-technical, nonsensical bullshit will fly. This reflects the sudoers warning from sysadmins taken up an order of magnitude of eleven. 

NB, fixing the Unix/SysV-Style default file chooser dialog for humans who like well (enough) enumerated paths and location trails of breadcrumbs back should our personal data lead us astray, suck it Zuckerberg, is not that hard - modulo shitty dated implementations of things like RecyclerView containers and scrolling behavior conveniently not yet updated to modern hardware standards under the latest (release numbered 29+) AndroidOS/SDK/APIs. It has been done in Asia using my ideas and verbose ranting about the situation. The often cited developer wrote their implementation in the Kotlin scripting language that comes along with piss-poor, substandard documentation of the form for Google's favorite Gradle-ORG build script mechanism bundled with Android Studio. A respectable attempt to roll one's own can be coded and debugged and well documented in 2-3 weeks on a painful UTI. It is totally doable quickly completing a doctoral degree in another area. What the Hell do Eric (Trump) Schmidt and company really believe they are getting away with the year after BugTraq retreated home after archiving itself to flee the galaxy with a raised finger to the world left behind in marked alien disgust?

",https://github.com/maxieds/AndroidFilePickerLight," (GitHub - maxieds - AndroidFilePickerLight project)

FUCK, FUCK, FUCK, FUCK these idiots. Useless, stupid, fuck-face moron!! STILL TOO SMALL TO PLAY FOOTBALL!!! G-d (e.g., computer system root) privileges are earned, minimally by meritocracy, not because your stupid, inbred cocaine addict parents neglected to beat that shit of you long ago to teach you the concept we (the rest of us, mortal humans) understand as a fundamental limitation loosely termed: 'NO!'

Why the fucking Hell is this acceptable when there have been so many generations so far aware of all this and even active participants in all this ritualistic, nonsensical game playing and bullshit just for the thrill of killing another (wo)man, or living soul? The billionaire terminology is a sick reference to spiritual cash flow. We are at war as human beings. FOAD, assholes!!!

Highlands (federal prison) in Denver, COL incidents of me screaming at men in the middle of the night boil down to the following quote. I did not contemplate the remark thoughtfully in premeditation, nor know precisely where the logic came from unto me in my head (big stressed human brain). They took pause at the utterance before forgetting the spiritual death threat on their lives. Much like reservations to physically approach me in a Tesla with my docile, sweet, good natured cat being we call Kush:

Jesus Christ! COME ON DOWN!! THE PRICE IS RIGHT!!!

[Da-da-da, queued game show theme music is inappropriate for the cinematic conclusion - Oh, no - Betty Boop has opinions - dicks will roll on her menstrual cycle thus month - Yay, yay, indeed.]

[Ask Marilyn Manson, legal name Brian Warner, how Hitler died. He proposed an under explained modification he found suitable for himself in pop-culture print magazines of the late 1990's. Recently declassified in the USA due to popular stupidity Greed.]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incompetence as a Software Engineer - Script Kiddies to Rule the World is Unacceptable - Kill Em All,2023-08-10T14:39:48.795854+00:00
KA4z9NV9FOQ,2023-03-26T08:29:35.8651+00:00,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

",https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl," (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",2023-08-10T13:29:02.302029+00:00
KIH44WOSda0,2023-03-26T08:29:10.616763+00:00,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

",https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl," (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",2023-08-11T08:55:42.801536+00:00
vL1h-Eg4TsU,2023-03-26T08:13:32.768886+00:00,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

",https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl," (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",2023-08-09T16:59:23.558109+00:00
rWpEbF1kALo,2023-03-26T10:09:10.633394+00:00,"Mama (me) begins to tell the good neighborhood cats that come around to check on me when I need it that there is a map - Kush has the map - ask Kushy for the map - all cats get the map - we're leaving (the galaxy)?

[Fuck all these assholes and the uni-solar-system construct ... Joe Strummer's taunts at Wozniak and David Lee Roth about 'one white way down the middle if the road' before nailing 'Rock the Casbah' live at the Clash's last concert with Mick Jones in their prime]

Commander Bandit hears about this. He stares at Kush getting some sleep in the sun upstairs in my parents bedroom: 

",#BanditMan," ~ ""Kush? What else were you supposed to tell us when you and Maxie (Mama) got got back?""
",#Kush," ~ Sleepily starts to groom herself, rolls over and thinks about her recollection (free memory space) from our unintentional trip through Hell
",#Kush," ~ ""I need to think about it. Let me take a nap. I'll get back to you""

It is clear what I mean. Look over the video to spot things to hang these despicable assholes early and often. I will adjust the title when the thought(s) occur to me in time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TODO - PROCESSING DEEPLY IN THOUGHT - RPReplay Final1679824504,2023-08-10T08:38:49.13622+00:00
cUgP9vwhR20,2023-03-26T10:09:36.931053+00:00,"Mama (me) begins to tell the good neighborhood cats that come around to check on me when I need it that there is a map - Kush has the map - ask Kushy for the map - all cats get the map - we're leaving (the galaxy)?

[Fuck all these assholes and the uni-solar-system construct ... Joe Strummer's taunts at Wozniak and David Lee Roth about 'one white way down the middle if the road' before nailing 'Rock the Casbah' live at the Clash's last concert with Mick Jones in their prime]

Commander Bandit hears about this. He stares at Kush getting some sleep in the sun upstairs in my parents bedroom: 

",#BanditMan," ~ ""Kush? What else were you supposed to tell us when you and Maxie (Mama) got got back?""
",#Kush," ~ Sleepily starts to groom herself, rolls over and thinks about her recollection (free memory space) from our unintentional trip through Hell
",#Kush," ~ ""I need to think about it. Let me take a nap. I'll get back to you""

It is clear what I mean. Look over the video to spot things to hang these despicable assholes early and often. I will adjust the title when the thought(s) occur to me in time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TODO - PROCESSING DEEPLY IN THOUGHT - RPReplay Final1679821851,2023-08-11T08:32:10.348301+00:00
YXm0pkYXB5s,2023-03-26T16:57:33.903776+00:00,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

",https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl," (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",2023-08-11T15:16:19.159441+00:00
WbTFXflBZdo,2023-03-27T05:12:55.341405+00:00,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

",https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl," (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",2023-08-11T03:02:30.856979+00:00
yb3yaYjJVeU,2023-03-27T04:57:37.020439+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sloppy rootkit signs - Not even trying to disguise illicit activities - sign of the times,2023-08-11T03:00:27.474877+00:00
GV-Lg6oBkb0,2023-03-27T04:59:44.244876+00:00,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

",https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl," (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Why encode this -  Accurately conveys attitude - Genocide, mysogyny - FULL - ME struggling on GHB",2023-08-11T04:46:50.855072+00:00
 -iIdTTlQ6Tk,2023-03-28T18:55:24.222385+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better video to my ranting without this on another YouTube community - censored there - Fuck Trump,2023-08-11T16:08:19.399472+00:00
U6wAUetq41A,2023-03-28T18:56:58.211285+00:00,"What is with the San Francisco Bay area (airport code SFI in the USA, North America, Earth realm of airports)? Steve Jobs at Brass Ring? Another death threat at me from these morons? The notion of writing me off the psycho babbling loonies list in such a bullshit way, much like kidney deterioration due to fat build up (for slaughter) that turns your insides against yourself, or cancer of one's intestinal fatty reserves (pancreas) which makes no sense as to why these idiots are still around getting up their nerve, is ludicrous, insane to believe mindless nonsense that needs to end here! A short time after a relative in my family that survived the Holocaust was murdered in a useless way, and 2012 as an end of the Mayan calendar when useless, stupid evil assholes are the most actively feeding on the living, this came for me and my immediate family. FUCK YOU FOR THE ALL THE STUPIDITY, AND NONSENSE AND THE BULLSHIT TOLL ADDING UP TO A COLLECTION OF OUR TAB OVER THE YEARS... Capiche, cupcakes?

Bono and and the BritPop invasion's publicized royal incompetence, ignorance about the fate of 'safari' adventures and the sick realities of cancer and HIV (really sick radiation exposure cooking humans suffering alive with kiln hardening injections in nuclear holocaust epochs) are disturbing:

This is a favored highlight memory of U2's tour through Hell killing the Jews, the xxx, with the burning Tesla pyres I saw down in Casper WY. Can we expedite this grueling bullshit stopping now? Kill these assholes and the biggest players responsible for international human traffick to save innocent suffering lives?

",https://youtu.be/EM4vblG6BVQ,"

There is a lot more to point out. ALLmedia to remain perpetually free access in the public domain soon enough. 

Hitler came inside last night in cockroach form. Ran away in Atlanta, drove off speeding away scared shitless by the one Nazi Killer reference in ABQ. KILL HITLER. NO FUSS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better video to my ranting without this on another YouTube community - censored there - Fuck Trump,2023-08-09T22:23:06.699308+00:00
AzXzxWmclUU,2023-03-28T18:58:01.007336+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouTube Community Experience on Hacked DarkWeb iPad Purchased while Trapped in Some Safari Game,2023-08-10T01:48:59.622562+00:00
ePHps6ix86g,2023-10-16T16:34:29.903669+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - EngineerMode hidden app - second version with different configuration settings,2023-10-16T16:34:29.903669+00:00
eelx1kl1MPs,2023-10-16T16:35:36.0428+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - QR code location based Bluetooth/BLE example,2023-10-16T16:46:05.301697+00:00
LA1b83H9RY8,2023-10-16T16:38:25.898646+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - ValidationTools hidden app - Tests and demo features,2023-10-16T16:38:25.898646+00:00
k1s-CW4aM7Y,2023-10-16T16:45:09.915121+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - Preinstalled system and user apps overview with the default Settings app,2023-10-16T16:45:09.915121+00:00
MRKLXrbw_UQ,2023-10-16T16:42:51.675249+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - Preinstalled system certificate data,2023-10-16T16:42:51.675249+00:00
oNl1XLG9-sc,2023-10-16T16:37:12.548172+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - SGPS hidden app - Satellite configuration and connection controls installed by default,2023-10-16T16:37:12.548172+00:00
gwxfJ1nirnI,2023-10-16T16:43:56.652005+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - MobileServices hidden app,2023-10-16T16:43:56.652005+00:00
